state,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08
statewide,-0.09951993395704517,-0.26583842689525533,0.27864603875417265,-0.44595245649907855,0.8885580725294038,0.03729124146502316,1.2507469911343858,0.03259770762076955,-0.16916439303707842,-0.44467248207213955,-0.04433143348476978,0.1968567583535234,0.0794395507096703,-0.43033629493354264,-1.09422538831532,1.332998619639541,-0.7875251035270344,-0.9418091793970529,-0.4959108377863003,0.11919700509808386,0.48356447181645473,0.2683438075891364,-0.8770998529438058,-0.608325672548015,-0.25466722150871973,0.02118307083397074,-0.4566264305386103,0.49471080470034084,-0.014576638688871022,1.5542116113929545,0.3646646677974001,1.3707285092462804,0.615348538792398,-0.03738156678091357,-0.12848829951173762,-0.6671546363924208,-0.840536848597938,-1.2216087212571078,0.4937226729541848,-0.3998848995503156,0.41699521009584256,-0.3460921435076809,-1.3358610449178507,0.4529783033484414,1.092273917057413,-0.34912776283020547,-0.5221317044131937,1.2063218641269933,-0.1857043034773804,-0.05127826723569106,0.11489919254171035,-1.6725132610660083,0.6557522653209338,-1.1944849618977822,-0.3709433845424532,0.13776722248706802,-0.11601426031534832,-0.022200473120326164,-0.533479744633315,-0.9513215039169507
