division,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08
Hawaiʻi::Hawaiʻi Mauka,0.44253564,0.39655498,0.6360306,-0.33997685,1.1475972,-0.38154045,0.9585033,0.56665117,0.2762499,0.28210273,0.5905858,0.36123574,0.55766714,-0.46064243,-0.5706696,1.3723015,-0.6779141,-0.5961898,-0.26314646,0.75787604,0.7107403,1.4179993,-1.2356569,-0.50247186,-0.032559432,0.33075505,-0.07514548,1.1159037,-0.26875117,1.8293207,0.70106494,1.8460332,0.88002384,0.15735713,-0.32468316,-0.40530813,-0.7466838,-1.2336648,0.7993352,-0.45803076,0.1611284,-0.52725095,-0.66530204,0.1081506,0.8918366,0.19319613,-0.068130225,1.8104124,0.03804551,0.06554798,1.0485553,-1.8725158,0.919516,-1.1627214,0.075925484,1.2342793,0.20431964,0.19591475,-0.30845815,-0.50742644
Hawaiʻi::Hilo,0.515476,-1.2645663,0.9932536,-0.34229565,1.2164581,0.31930348,1.0909817,-0.06797972,-0.19718982,-1.2719758,0.31930435,-0.21468239,0.31485072,0.815034,-1.3599507,0.98718023,-0.9964265,-0.62702656,-0.56758904,0.44032496,0.8156429,-0.14320305,-0.7015051,-1.2330018,-0.65310633,-0.54468894,-0.34249964,-0.7409046,-0.8588207,2.0377,0.24614452,0.13175295,0.46609792,-0.57680804,-0.015883405,-0.699249,-0.89978856,-2.0007584,0.105879374,-0.84903324,-0.67266893,-0.21777785,-1.1513648,0.15791357,1.123688,-0.5635482,-0.7277344,1.5759195,0.1686301,-0.0370577,0.4622326,-2.0089326,-0.16669875,-1.3279234,-0.28463805,-2.1527479,-0.40616688,-0.043557055,-0.8447184,-1.2337584
Hawaiʻi::Kaʻu,0.4431048,-0.15180108,0.42290452,-0.00074337714,1.4465209,-0.1556837,1.3546325,0.46242675,0.28587025,0.6018462,0.67080635,0.29430732,0.531183,-0.79106724,-0.08591457,1.6861326,-0.7674362,-0.16181262,-0.12458659,0.72807926,0.1797619,1.1704574,-0.43661577,-0.51761425,-0.16037373,-0.22108722,-0.41399974,0.5390834,-0.11795044,2.241723,0.5955768,1.8458384,0.89164734,0.5102952,0.57932514,-0.19949132,-0.8737321,-0.9051195,0.72188467,-0.48996863,0.7359968,-0.40658244,-0.67914695,0.15755123,1.4614512,0.1612196,0.05618361,2.1148121,0.5493784,0.12885636,0.87783194,-1.460583,0.47077405,-0.9801075,0.016763415,0.14600791,0.11850669,0.25087744,-0.19830985,-0.36934224
Hawaiʻi::Kona,0.33804217,-0.37800556,1.604,0.2678157,0.96380097,0.354976,1.3091947,0.58969223,0.641731,1.1373317,0.66769254,1.0646007,0.41617694,-1.5898002,-0.87873745,1.4721082,-0.79803437,-0.4967668,-0.03152592,0.89290106,0.51442784,1.8909183,-1.430022,-0.5219956,0.06681005,0.5187935,0.29564944,1.7178651,-0.24865648,1.5669916,0.36852634,2.1962721,1.2331556,1.030242,0.23627737,-0.26330015,-1.0156354,-1.1274458,0.78992975,-0.07465995,0.63134354,0.25230855,-0.81903285,-0.033171583,0.9933052,0.07431124,-0.15561813,2.059464,0.3012925,-0.038626667,0.95354074,-1.5159311,1.5466225,-0.9674504,-0.05752012,1.0564109,-0.035982504,1.2789253,-0.39599153,-0.5102998
Hawaiʻi::Leeward Kohala,0.026607275,0.28123465,-0.376895,0.0138242375,0.47025844,0.058079828,0.7462791,0.56001705,0.28134575,-0.03638742,0.5538569,0.7881905,0.037246812,-0.91260684,-1.1758875,1.2556361,-0.6693809,-0.7120979,-0.3581995,0.67680776,0.8942128,1.3517644,-0.8848643,-0.13906685,0.28678378,0.4756738,-0.7762012,1.7972367,-0.021361062,1.2189037,0.6205601,1.9483842,0.82905906,0.37150502,-0.04590457,-0.28988937,-0.6326364,-0.74004906,0.5913716,-0.0118705155,0.4569432,-0.21537058,-0.7614839,0.012288803,1.0038704,-0.01521155,0.15995075,1.6513454,-0.39007446,0.18587649,0.21699564,-1.180766,1.0753362,-1.0316209,-0.06370143,0.68508977,-0.081567116,0.47105125,-0.21945442,-0.3753301
Hawaiʻi::Windward Kohala,-0.21470612,-1.1674978,-0.024804126,-0.945482,0.30194592,-0.69397897,0.24375391,-0.013174407,-0.2775674,-0.89098257,0.038493212,0.12410431,0.15401898,0.7638968,-1.6999459,0.5907913,-1.3491839,-0.8953445,-0.5360125,0.22354211,0.6491032,0.42556712,-0.595407,-1.3469431,-0.82964754,-0.038686465,-0.57972765,0.606667,-1.1066554,1.1108192,0.35865587,0.063961476,0.15089571,-0.9951989,-0.19458859,-0.82076347,-0.98801965,-1.1955215,0.043802526,-0.70418495,-0.72174,-0.16086079,-1.610744,-0.29682323,0.4386016,-0.43352133,-0.76644665,1.7277666,-0.0046420516,-0.033543438,-0.23811808,-2.4492102,0.004153908,-1.9423114,-0.33904693,-0.67952126,-0.5839455,-0.55082935,-1.0521166,-1.3804538
Kauaʻi::Leeward Kauaʻi,-0.7500872,1.1613884,-0.45813134,-0.76709926,-0.046085786,0.66156316,1.9166708,-0.36246985,-0.33386877,0.041992787,0.3221422,0.6939114,-0.28873613,-0.9323349,-1.5279746,0.5784771,0.17222579,-2.0357506,-0.5100551,-0.3555871,0.5444947,-0.9549592,-0.76925415,0.90988743,-0.45893747,-0.09049968,-1.0048183,0.37895408,0.75871503,1.83757,1.2147516,1.8784809,1.0438387,0.25993103,-0.20616439,-0.688615,-0.92260253,0.66968477,1.396672,-0.2997705,1.4811769,-0.8364329,-1.5280827,2.968364,1.0695665,-0.46932456,-1.0094123,-1.5594168,-0.68467224,-0.4873926,-1.3068204,-1.0929863,0.2458125,-0.07314381,-0.88232934,0.9849905,0.5110822,-0.06564543,-0.49003592,-1.416473
Kauaʻi::Windward Kauaʻi,-0.42794335,-1.2247943,0.3200973,-0.5628902,0.3174491,0.61892724,1.9326239,-0.8939721,-0.11203677,-0.38528028,0.3519614,-0.27767098,-0.21977112,-0.39039657,-1.6890247,0.8910644,-0.39755294,-2.2264504,-0.53592765,-0.023425993,0.76560646,-1.3705331,-1.2035493,-0.24131495,-1.3378214,0.1931107,-1.056392,0.13290279,0.80905056,1.8284782,0.23531751,1.436354,1.3880717,0.54034203,-0.2497811,-1.1856812,-0.85215706,-0.19242948,0.9628212,0.37631533,0.32543066,-0.6186477,-1.4574658,2.5578284,1.160869,-0.78888047,-1.5833821,-1.3622031,-0.77510697,0.039849095,-0.6519249,-1.214455,0.1364064,-1.4150214,-0.6697111,1.5511968,0.71536463,0.18663451,-0.29150593,-1.3502861
Maui::Leeward Maui Nui,-0.6547732,0.48705912,-0.8693287,-0.8609803,0.5510797,-0.14482012,1.231327,-0.047579482,-0.7404111,-1.133169,-1.3059142,-0.07694541,-0.5923123,-0.8887104,-0.9564833,1.4463031,-1.3141102,-1.0833757,-0.8162463,-0.6180033,0.06721457,-0.09267169,-1.3213953,-0.31591168,0.013618769,0.20698163,-0.4114053,0.60115236,0.9948283,0.5483531,0.16096635,1.5231047,0.09877156,-0.266613,-0.4740942,-0.7827315,-0.7588266,-0.7915921,0.314032,-0.6067574,1.6933434,-0.51493436,-2.1438274,0.18617658,0.33369517,-0.63238746,-0.66384166,0.8436848,-0.6597682,-0.30911958,-0.7760732,-1.486802,1.0914353,-1.0495226,-0.94584817,0.6547522,-0.6659322,-0.6364568,-0.7156313,-0.59960854
Maui::Windward Maui Nui,-0.39155,-0.3061065,-0.08842987,-1.407844,0.8018427,-0.053468008,1.7072892,-0.1485332,-1.1426271,-1.8479935,-2.2381954,-0.15786864,-0.6803946,-0.5226578,-1.7672818,1.4460512,-1.9165134,-1.6462727,-0.7832865,-0.9788103,0.14114712,-0.36905608,-0.572338,-1.0221566,-0.05532966,0.13428172,-0.110122606,0.20850164,1.1899444,0.6530791,0.040911037,1.0840589,-0.31287456,-0.5332143,-0.52301055,-1.3693205,-1.1315824,-1.6616566,-0.14207724,-0.36279178,0.6216948,-0.3068228,-2.4120288,0.10439314,0.2972295,-0.55155474,-1.1851702,1.1764255,-0.6124143,0.11995872,-0.6747035,-2.0481024,1.1152613,-1.8939115,-1.0949801,-0.22080043,-0.7009631,-0.75871253,-0.795475,-1.6734705
