year,month,date,division_full,cat_0,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cat_10
2024,9,2024-09,Hawaiʻi::Hilo,0.0,0.0,0.0,0.0,0.0,27.362332728703926,24.53882747527294,39.35795201752285,3.7954755467332904,3.730449365139122,1.2149628666278791
2024,10,2024-10,Hawaiʻi::Hilo,0.0,0.0,0.0,0.0,0.0,15.058694684965262,33.358431157808276,39.45035764399877,5.369793627434204,4.0898045792121565,2.6729183065813342
2024,11,2024-11,Hawaiʻi::Hilo,0.0,0.0,0.0,0.0,0.0,77.21345699715938,20.917895889660837,1.8686471131797802,0.0,0.0,0.0
2024,12,2024-12,Hawaiʻi::Hilo,0.0,0.0,0.0,3.4669222081522295,32.913515178479756,63.61956261336802,0.0,0.0,0.0,0.0,0.0
2025,1,2025-01,Hawaiʻi::Hilo,0.0,0.0,4.219856942400493,15.910879906909885,43.52305007015983,34.37831547965365,1.9678976008761424,0.0,0.0,0.0,0.0
2025,2,2025-02,Hawaiʻi::Hilo,14.839659125911222,34.60761833053835,33.16677504363599,10.284403983709229,4.8564290359012965,2.245114480303912,0.0,0.0,0.0,0.0,0.0
2025,3,2025-03,Hawaiʻi::Hilo,0.0,0.0,5.568294602826928,49.42674287278825,26.609397994455662,18.395564529929157,0.0,0.0,0.0,0.0,0.0
2025,4,2025-04,Hawaiʻi::Hilo,21.33885485471782,40.64478592696533,9.972962798179266,8.501317635784934,5.386905780485301,14.155173003867347,0.0,0.0,0.0,0.0,0.0
2025,5,2025-05,Hawaiʻi::Hilo,0.0,27.39655703480612,28.488312399466096,17.286697012218077,5.6367432150313155,20.767308942811187,0.4243813956672029,0.0,0.0,0.0,0.0
2025,6,2025-06,Hawaiʻi::Hilo,14.230466477292172,15.815051849823744,24.511448030391183,18.570108491050345,4.435470070844313,15.74318080700914,4.914610356275027,1.4613778705636742,0.3182860467504021,0.0,0.0
2025,7,2025-07,Hawaiʻi::Hilo,0.0,2.525753790341901,6.1637975290051,35.70964098702899,25.84619596837674,27.762757110099596,0.3970019507854478,1.0233067524555939,0.5715459119066361,0.0,0.0
2025,8,2025-08,Hawaiʻi::Hilo,0.36962250590369283,6.642937814435812,8.593723262260857,50.49111879256648,23.344399192306376,9.387727163831753,0.7529347342482631,0.41753653444676403,0.0,0.0,0.0
