state,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08
statewide,1.6195668318592886,1.5976029133432472,1.6753573639384387,1.4638432499306262,1.0933068527070007,0.2756022345029635,-0.6163989290644144,-0.7840869876123322,-0.7369710137644706,-0.4232493569583686,0.2330723376253175,0.7671931922080787,1.1910949851646826,1.1314391992130521,0.6387544648257117,0.9503519385526138,0.4960966127804302,0.17989425945262305,-0.16695253243224495,-0.028731349054982282,0.20252738763670194,-0.3658118645183325,-0.3988803137651822,-0.3659398836121329,-0.23126893882121485,0.008602686460949674,0.20753079128807553,0.24676333488683178,0.15557168780195385,0.7920121088385761,0.9250437922023864,1.0889565382125044,0.9819472510192611,1.0192188734052923,1.273823558448304,1.7166762352091531,2.029664186405584,1.9065068164191743,1.6980978463886498,1.6032860049949127,1.3958757284247525,0.8482691907458927,0.25252458322363974,-0.09578230311408252,0.017984605078605834,0.2521498091331479,0.6059833000398455,0.2292942317920494,0.81281268232854,0.6495490370384864,0.47046333239649074,0.37344159127455656,0.8339361663334354,0.7785151274876728,0.8995850024547647,0.8702217693161524,0.9827755117650826,0.9587684018414293,0.5682427931309278,0.33826752533032595,-0.17925730470389845,-0.23219413108888384,-0.15102256293447558,-0.3459821071220196,-0.1373162094963819,0.04293521655738813,0.626430500807582,0.6958942281010082,0.5882061006240084,0.7432545110749024,0.5221027772638979,0.5810179091096676,-0.22295479908729002,-0.32066125892075736,-0.6084481261962531,0.24390641898742735,-0.07696512922201747,-0.3995207149680169,-0.558161748094889,-0.4275771861191948,-0.023617441731578592,-0.6867927542638196,-0.7187144236995083,-0.5646675416954242,-0.3310458698583352,-0.33534226402239886,-0.6454451440128643,-0.4740334697387988,-0.359715142785482,0.535026090769373,0.6359061372675978,0.9118369244643988,1.1231927239350235,1.0695618956475954,1.237983215101428,0.40155837537266176,0.15474581733882156,-0.6661803460506749,-0.6242294395665383,-0.8533147995631231,-0.5985178357335478,-0.5854855698078169,-0.724160599425087,-0.30852373695239177,-0.11191439741751635,-0.003479028660267676,-0.3955640466796639,0.3583365055534605,0.8093833493130216,0.5149066922578854,0.0948543661904186,-0.2713964765231993,0.12662769912944793,-0.6840974047978199,-0.7197122277523604,-0.6144560739417829,-0.7269130933237514,-0.3063357944721544,-0.8609299622713333,-0.6882179742142974
