state,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08
statewide,0.5613308738250927,0.4798131732814868,0.6065639719694328,0.46055950180727606,0.2678803428932782,0.22129474775958247,0.3720869402513821,0.35897996409461874,0.29494773730281837,0.29033921668990986,0.2019673527407982,0.34645627250201005,0.3662402532054247,0.35580425119002723,0.09735382365183609,0.6316569372896551,0.24685166417039625,0.08512785427547086,-0.5699349465110322,-0.5465615950278563,-0.4205653752321354,-0.35420740338366197,-0.4541865356599048,-0.5569556559202522,-0.6044808128117374,-0.5518135463879382,-0.4687048625687512,-0.8936162442277452,-0.7194600807226258,0.03861100756307678,0.2749692265000747,0.4872825843336203,0.4879657604789993,0.45698600139281215,0.5144441447635243,0.5195171584497271,0.45896598927908183,0.32311463395544426,0.49220717814120946,0.29745589428146546,0.4285777417765381,-0.16865976404908106,-0.5271655071757398,-0.6947816348911009,-0.5238443483489039,-0.5592539405199832,-0.6288374598877212,-0.1283249110147784,-0.04500783137211565,0.09856454352493543,0.02483388369129021,-0.1615924068834805,-0.1502089218246373,-0.26903471046227845,-0.09572191373369716,-0.17169763268625973,-0.4394132823228478,-0.40159250638594596,-0.40669003436670625,-0.8750266822253687
