division,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08
Hawaiʻi Mauka,0.2808522,0.2427656,0.35115826,0.15155597,0.30760756,0.40687856,0.6251378,0.6493402,0.53738165,0.73318565,0.5088053,0.6722067,0.45967242,0.23741636,0.040083963,0.54678446,0.19113722,-0.090545565,-0.31904975,-0.037291072,0.24070911,-0.08529126,-0.09897327,-0.08635105,0.06706603,-0.017861612,-0.2777588,-0.05632631,-0.041341595,0.91440374,1.0193216,1.2579516,1.3830135,1.2686077,1.5589569,0.70892036,0.37291124,-0.47219327,-0.48027015,-0.7780203,-0.7005382,-0.7620538,-0.75067085,-0.41319337,-0.36522013,-0.19648129,-0.3226927,0.75055134,1.0493573,0.9720418,1.030525,0.72447896,0.969478,-0.06763182,-0.056615252,0.2522953,-0.0051297704,0.3222563,-0.09385257,0.011334915
Hilo,-0.9403903,-1.002864,-0.28937587,-0.3378997,0.24700883,0.57614845,0.8649589,1.1023043,0.7303446,0.7071885,0.31779832,0.13880889,-0.3459776,-0.0058093285,-0.3687297,0.10947206,-0.28697607,-0.43402416,-0.6706866,-0.8739923,-0.19989988,-0.6758387,-0.6120208,-0.619442,-0.49133044,-0.7475954,-1.0558103,-1.4327081,-1.5718468,0.062006142,0.2655067,0.41983947,0.678185,0.8077051,1.2365235,-0.2586943,-0.5401508,-0.9871086,-0.95496976,-1.2831185,-1.5511802,-1.4781942,-1.569014,-1.1122366,-0.81139874,-0.6904458,-0.73705494,0.30432555,0.7178424,0.63193953,0.4606369,0.13182765,0.13431394,-0.9235274,-1.019148,-1.4766098,-1.9840838,-1.4508805,-1.8564348,-1.5121925
Kaʻu,0.33436367,0.03896494,0.04668413,-0.10464892,0.55674833,0.59908664,0.9142319,1.0287492,1.0106435,1.1782038,0.8949448,0.9833004,0.49097356,0.14757888,0.050834775,0.64010173,0.22400309,0.08754709,-0.07745704,0.22830635,0.30880767,-0.20500498,-0.06254497,-0.11991266,-0.06442779,-0.32876307,-0.4876119,-0.54981583,-0.5555018,0.71595776,0.8023342,1.1699315,1.4011706,1.4482925,1.9898515,0.9022263,0.6058885,-0.19833845,-0.11460785,-0.43118942,-0.24616054,-0.30743304,-0.31523165,-0.07281508,0.07472791,0.24797545,-0.070421495,1.0920782,1.5279694,1.3522891,1.1795084,0.9047865,0.95162535,-0.10995071,-0.20718239,-0.1534554,-0.44726005,-0.09983385,-0.45804822,-0.2629546
Kona,1.0233014,0.96047306,1.0022392,0.77770555,0.6723606,0.73207366,1.0462115,1.236501,0.9275722,1.1364565,1.0669637,1.2701845,0.95629525,0.59379023,0.30636328,0.5975333,0.26658234,-0.26285857,-0.39527595,0.20094363,0.43836725,0.32675162,0.24946143,0.2461408,0.28918752,0.21140312,0.14772463,0.40974498,0.5946725,1.2383937,1.2648815,1.663366,1.7433836,1.5144383,1.7173245,1.2007759,0.89098287,0.037309706,-0.21928309,-0.55143034,-0.45935336,-0.33910686,-0.25165394,0.014275846,0.15225054,0.22023527,-0.0070340848,0.7458042,0.94756216,0.9138431,0.8649634,0.6334283,1.2264198,0.32988128,0.22349603,0.5623337,0.2838727,0.7860942,0.1284132,0.19628417
Koʻolau,-1.5559225,-1.4823169,-1.1178437,-1.1158423,-0.7980943,-0.44777012,1.290502,1.3356583,1.1935225,1.2258949,0.8883762,0.88381183,-1.0674909,-1.0278219,-1.6134256,0.434436,0.64280814,0.27866393,-0.03698422,0.045154545,0.4991075,-1.3638068,-2.0729473,-1.6872538,-1.2002561,-0.8165838,-1.3059263,-1.03329,-0.80847484,-0.033645846,-0.06376753,0.49192375,0.8931445,0.91849023,0.85379237,-0.04382619,-0.025852038,-1.4605275,-0.9888729,-0.76892304,-0.5300608,-0.41609997,-0.77900535,0.09908808,0.82063997,0.6560119,0.4979859,0.6220737,1.1142776,0.63172156,-1.07567,-1.4625685,-0.75371414,-1.0448239,-0.881845,-0.5332345,-0.2206426,0.08412662,-0.6134337,-0.67711234
Leeward Kauaʻi,0.0055097206,0.60892576,0.42897564,-0.034318443,-0.51817083,-0.120798826,0.99047214,0.6405987,0.6928321,1.1100419,1.3202218,1.3824621,-0.21672423,-0.526631,-0.8706786,-0.32947975,-0.35395467,-1.0161626,-1.09206,-0.9362382,-0.53771776,-0.99479705,-1.2926663,-0.39945146,-0.20635566,-0.19611219,-0.7014292,-0.26812357,0.08869862,0.87055165,1.2578663,1.5965846,1.8801162,1.9956805,2.0079975,1.2830124,0.69936574,0.23185323,0.50333965,0.10056691,0.7009474,0.43188718,0.11257679,0.9088205,0.7892983,1.0285624,0.51728934,0.7501162,1.6026117,-0.75060534,-1.7544595,-2.1989083,-1.6885248,-1.3120776,-1.429461,-1.040551,-0.6970353,-0.19206724,-0.30615488,-0.5277902
Leeward Kohala,0.24821448,0.3312249,0.02237264,-0.102261715,-0.24650869,-0.14915727,0.12731373,0.20075229,0.31309515,0.3680599,0.3867253,0.62131923,0.4061392,0.06917055,-0.28210303,0.41684154,-0.048348203,-0.473144,-0.562698,-0.16095813,0.25636747,0.02363744,0.17191394,0.34843424,0.5812084,0.53551024,0.06611744,0.8142313,0.7462011,1.1099986,1.1637098,1.4617721,1.625345,1.1451559,1.3990673,1.0131671,0.76425344,-0.18851101,-0.32034606,-0.54977256,-0.38884732,-0.36954078,-0.43805426,-0.2327286,-0.033350244,0.012179733,-0.11634276,0.56852454,0.7593182,0.80746216,0.54735744,0.13342534,0.5617272,-0.2564342,-0.18802582,0.04948577,-0.011389765,0.38239032,-0.16583264,0.0005554036
Leeward Maui Nui,0.07819951,-0.20927534,-0.6433872,-0.9902307,-0.65254796,-0.5312288,0.13654003,0.042150915,0.13946928,0.41660264,0.17510545,0.2559296,-1.0103209,-1.3020086,-1.574594,0.14793454,-0.27836078,-0.49143347,-0.62714607,-0.5383403,-0.30483523,-1.5824046,-1.4437737,-1.2224417,-0.6970057,-0.36487636,-0.58855015,-0.17395781,0.37020662,0.51561403,0.4993933,0.75263166,0.8765245,0.84800225,0.50120324,0.23280366,0.0987534,-0.99512786,-0.796241,-1.0859714,0.38184243,0.3298047,0.038134865,0.21119969,0.21716045,0.4747103,-1.1843747,-0.76727504,-0.098613665,-0.27359563,-0.76839477,-1.2620962,-0.23155366,-0.61784,-0.7746585,-0.5302021,-0.4411639,-0.06537008,-1.1945574,-1.0289068
Waianae,-1.3860335,-0.58048517,-0.5832303,-0.7819924,-0.23261622,-0.02533747,1.0183539,0.77376556,0.90546083,1.252672,0.9413372,1.0077548,-1.1620005,-1.2912626,-1.3231835,0.7783279,0.9662535,0.6306596,0.3768949,0.44915205,0.79674184,-0.9642893,-2.2857502,-1.8671441,-0.90294343,-0.4930013,-0.9636838,-0.4682802,-0.37037802,0.3604118,0.29002038,0.68287104,1.102683,1.1426705,1.4190571,0.3336744,0.33802506,-1.1478639,-0.9815269,-0.95463383,-0.11296401,-0.16166827,-0.492045,0.12895148,1.0333302,1.1983792,0.74485767,1.2042707,1.7396051,0.8709637,-1.13698,-1.4910513,-0.55827886,-0.9236637,-0.9144053,-0.5473518,-0.32017595,0.09441506,-0.7829137,-0.7759452
Windward Kauaʻi,-0.16134758,-0.25147316,-0.009887679,-0.210202,-0.912936,-0.44904232,0.9443293,1.055789,0.92895114,1.1290632,1.2180749,1.0123205,-0.6813353,-0.5849518,-1.0561273,-0.28103545,-0.5633819,-1.1766803,-1.1493121,-1.1308607,-0.4300823,-1.1092908,-1.2611916,-0.7582908,-0.8670957,-0.8380891,-1.5067635,-1.0344732,-0.5717212,0.5078982,0.6578789,0.9917194,1.5579882,1.6508178,1.5796824,0.6478263,0.55564535,-0.102495685,-0.19942439,-0.17846031,-0.10531055,-0.08551552,-0.4085899,0.62197125,0.616593,0.42989355,0.19931759,0.16098818,0.7659495,-0.86467373,-1.6183892,-1.9435823,-1.6488247,-1.8520054,-1.6409342,-1.160312,-0.7079926,-0.12072321,-0.18743126,-0.0761951
