state,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08
statewide,89.35971197427122,80.07970514362152,146.0866780985179,157.39829091452438,136.8872587037419,101.93687341240759,110.64467102594935,301.6229339063489,327.22725429228063,183.5864326220445,264.56913542474547,130.47344940694308,22.908243384586925,55.683968607472444,112.9560703841529,146.93679514454652,161.88491778316956,153.09284702902315,187.3439730189337,213.56626797492584,166.78896850074355,185.0977280974506,112.2543349722149,273.6981848971489,114.82272329465003,87.81767857524032,86.248407960553,164.0964829269334,114.43437239848302,62.38253061340657,79.79426225425671,89.74729442234761,64.72636844239841,221.8570259635841,269.03339191564146,143.73212468781796,118.52479312381264,270.6519712828102,193.584226891414,300.2747344229168,149.09788463317275,95.2667582163466,114.79111730929324,529.5382623111788,194.18928014913584,285.06942359277946,131.01462185950209,133.66989462299793,59.900443280704124,243.5979878044442,73.90380168347053,180.08859921874443,92.60214311634162,105.89805255331109,128.5186455390877,148.71203830856038,136.09915826473036,148.92908220259991,118.73249468134307,168.3516646151,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,106.49606881879568,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33,-1.2095898964179647e+33
