state,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08
statewide,-0.17925730470389845,-0.23219413108888384,-0.15102256293447558,-0.3459821071220196,-0.1373162094963819,0.04293521655738813,0.626430500807582,0.6958942281010082,0.5882061006240084,0.7432545110749024,0.5221027772638979,0.5810179091096676,-0.22295479908729002,-0.32066125892075736,-0.6084481261962531,0.24390641898742735,-0.07696512922201747,-0.3995207149680169,-0.558161748094889,-0.4275771861191948,-0.023617441731578592,-0.6867927542638196,-0.7187144236995083,-0.5646675416954242,-0.3310458698583352,-0.33534226402239886,-0.6454451440128643,-0.4740334697387988,-0.359715142785482,0.535026090769373,0.6359061372675978,0.9118369244643988,1.1231927239350235,1.0695618956475954,1.237983215101428,0.40155837537266176,0.15474581733882156,-0.6661803460506749,-0.6242294395665383,-0.8533147995631231,-0.5985178357335478,-0.5854855698078169,-0.724160599425087,-0.30852373695239177,-0.11191439741751635,-0.003479028660267676,-0.3955640466796639,0.3583365055534605,0.8093833493130216,0.5149066922578854,0.0948543661904186,-0.2713964765231993,0.12662769912944793,-0.6840974047978199,-0.7197122277523604,-0.6144560739417829,-0.7269130933237514,-0.3063357944721544,-0.8609299622713333,-0.6882179742142974
