division,date,value
Hawaiʻi::Hilo,2021-04,10.510957437089932
Hawaiʻi::Hāmākua,2021-04,3.5937332789503156
Hawaiʻi::Kaʻū,2021-04,3.1158855780740615
Hawaiʻi::Kohala,2021-04,3.076450920383075
Hawaiʻi::Kona,2021-04,2.1775565530987055
Hawaiʻi::Puna,2021-04,9.571380820609429
Kahoʻolawe::Honuaʻula,2021-04,1.060994959396254
Kauaʻi::Halele'a,2021-04,6.99881662737857
Kauaʻi::Kona,2021-04,2.651998757583581
Kauaʻi::Koʻolau,2021-04,1.402721372892075
Kauaʻi::Nāpali,2021-04,4.271412753093363
Kauaʻi::Puna,2021-04,4.141880282232447
Lana'i::Lāhainā,2021-04,0.8383434558096347
Maui::Hāmākualoa,2021-04,7.498342051371603
Maui::Hāmākuapoko,2021-04,2.968670193106905
Maui::Hāna,2021-04,9.556292142116185
Maui::Kahikinui,2021-04,1.3750545634405364
Maui::Kaupō,2021-04,3.5076539765196992
Maui::Kipahulu,2021-04,11.866234354634242
Maui::Koʻolau,2021-04,15.520316398691111
Maui::Kula,2021-04,1.405340666652004
Maui::Kāʻanapali,2021-04,5.808185143292628
Maui::Lāhainā,2021-04,3.300357530095834
Maui::Pūʻali Komohana,2021-04,5.072489363728727
Moloka'i::Kona,2021-04,1.7590721791691215
Moloka'i::Koʻolau,2021-04,4.1389699265141555
Ni'ihau::Kona,2021-04,
Oʻahu::Ko'olaupoko,2021-04,3.595564498266831
Oʻahu::Kona,2021-04,4.389908785285547
Oʻahu::Koʻolauloa,2021-04,3.656086556698661
Oʻahu::Waialua,2021-04,2.699055239385171
Oʻahu::Waiʻanae,2021-04,1.4454845928394446
Oʻahu::ʻEwa,2021-04,2.4049223002920153
Hawaiʻi::Hilo,2021-05,7.293111374784988
Hawaiʻi::Hāmākua,2021-05,2.129406925539049
Hawaiʻi::Kaʻū,2021-05,2.879260594905329
Hawaiʻi::Kohala,2021-05,2.3371209916131668
Hawaiʻi::Kona,2021-05,2.8562293167352273
