timestamp,WDuv_1_Avg_value,WS_1_Avg_value
2026-03-10 00:00:00,208.2,0.483
2026-03-10 00:05:00,216.9,0.284
2026-03-10 00:10:00,211.2,0.461
2026-03-10 00:15:00,219.7,0.833
2026-03-10 00:20:00,206.5,0.73
2026-03-10 00:25:00,206.3,0.603
2026-03-10 00:30:00,218.1,0.71
2026-03-10 00:35:00,211.3,0.494
2026-03-10 00:40:00,222.7,0.732
2026-03-10 00:45:00,220,0.784
2026-03-10 00:50:00,225.2,0.856
2026-03-10 00:55:00,225.3,0.916
2026-03-10 01:00:00,218.3,0.519
2026-03-10 01:05:00,224.6,0.547
2026-03-10 01:10:00,235.4,0.598
2026-03-10 01:15:00,232.3,0.441
2026-03-10 01:20:00,234,0.581
2026-03-10 01:25:00,234.5,0.48
2026-03-10 01:30:00,227.9,0.533
2026-03-10 01:35:00,228,0.466
2026-03-10 01:40:00,227.1,0.28
2026-03-10 01:45:00,228.3,0.489
2026-03-10 01:50:00,212.1,0.402
2026-03-10 01:55:00,224.8,0.71
2026-03-10 02:00:00,226.3,0.52
2026-03-10 02:05:00,227.2,0.704
2026-03-10 02:10:00,226.2,0.759
2026-03-10 02:15:00,222.4,0.711
2026-03-10 02:20:00,211.2,0.738
2026-03-10 02:25:00,211.7,0.665
2026-03-10 02:30:00,206.8,0.506
2026-03-10 02:35:00,209.2,0.499
2026-03-10 02:40:00,201.5,0.606
2026-03-10 02:45:00,216.3,0.537
2026-03-10 02:50:00,219.5,0.646
2026-03-10 02:55:00,228.3,0.695
2026-03-10 03:00:00,225.6,0.719
2026-03-10 03:05:00,223.7,0.7
2026-03-10 03:10:00,223.9,0.69
2026-03-10 03:15:00,230.4,0.681
2026-03-10 03:20:00,215.3,0.573
2026-03-10 03:25:00,217.4,0.558
2026-03-10 03:30:00,223.2,0.74
2026-03-10 03:35:00,220.1,0.822
2026-03-10 03:40:00,220.5,0.656
2026-03-10 03:45:00,216.5,0.592
2026-03-10 03:50:00,227.2,0.756
2026-03-10 03:55:00,236.1,0.9
2026-03-10 04:00:00,230.6,0.614
2026-03-10 04:05:00,223.8,0.784
2026-03-10 04:10:00,227,0.886
2026-03-10 04:15:00,230.8,1.087
2026-03-10 04:20:00,230.3,0.814
2026-03-10 04:25:00,235.8,0.954
2026-03-10 04:30:00,221.7,0.907
2026-03-10 04:35:00,224.6,0.874
2026-03-10 04:40:00,224.2,0.871
2026-03-10 04:45:00,233.6,1.053
2026-03-10 04:50:00,235.5,1.036
2026-03-10 04:55:00,224.8,0.954
2026-03-10 05:00:00,225.6,0.888
2026-03-10 05:05:00,230.9,1.048
2026-03-10 05:10:00,230.1,0.85
2026-03-10 05:15:00,218.3,0.94
