timestamp,WDuv_1_Avg_value,WS_1_Avg_value
2026-03-10 00:00:00,142.7,3.344
2026-03-10 00:05:00,137.4,3.066
2026-03-10 00:10:00,134.8,2.969
2026-03-10 00:15:00,141.1,2.966
2026-03-10 00:20:00,132.9,3.248
2026-03-10 00:25:00,136.6,4.528
2026-03-10 00:30:00,140.9,4.019
2026-03-10 00:35:00,136.3,3.666
2026-03-10 00:40:00,135.5,3.096
2026-03-10 00:45:00,141,2.54
2026-03-10 00:50:00,126,3.322
2026-03-10 00:55:00,123.6,3.585
2026-03-10 01:00:00,128.9,3.324
2026-03-10 01:05:00,143.2,2.262
2026-03-10 01:10:00,142,1.948
2026-03-10 01:15:00,146.6,1.243
2026-03-10 01:20:00,144.2,1.506
2026-03-10 01:25:00,182.3,0.457
2026-03-10 01:30:00,192.2,2.122
2026-03-10 01:35:00,183.8,2.403
2026-03-10 01:40:00,186.8,3.389
2026-03-10 01:45:00,193.6,3.48
2026-03-10 01:50:00,196.8,2.74
2026-03-10 01:55:00,196,1.788
2026-03-10 02:00:00,173,2.125
2026-03-10 02:05:00,178.8,2.65
2026-03-10 02:10:00,184,3.263
2026-03-10 02:15:00,185.9,2.715
2026-03-10 02:20:00,188.9,2.775
2026-03-10 02:25:00,188.1,2.316
2026-03-10 02:30:00,188.9,2.151
2026-03-10 02:35:00,183,2.221
2026-03-10 02:40:00,189,2.519
2026-03-10 02:45:00,204,1.913
2026-03-10 02:50:00,198.1,2.101
2026-03-10 02:55:00,191.6,2.472
2026-03-10 03:00:00,195.1,2.295
2026-03-10 03:05:00,196.6,2.178
2026-03-10 03:10:00,196.6,2.397
2026-03-10 03:15:00,200.6,2.093
2026-03-10 03:20:00,209.1,1.163
2026-03-10 03:25:00,197.9,2.328
2026-03-10 03:30:00,196.1,2.39
2026-03-10 03:35:00,202.4,1.722
2026-03-10 03:40:00,204.2,1.637
2026-03-10 03:45:00,204.8,1.596
2026-03-10 03:50:00,211.3,1.033
2026-03-10 03:55:00,210.4,0.936
2026-03-10 04:00:00,227,0.691
2026-03-10 04:05:00,216.3,0.918
2026-03-10 04:10:00,214.7,0.881
2026-03-10 04:15:00,206.8,1.17
2026-03-10 04:20:00,211.7,1.073
2026-03-10 04:25:00,205.9,1.576
2026-03-10 04:30:00,199.9,2.325
2026-03-10 04:35:00,204.7,1.646
2026-03-10 04:40:00,213.2,1.181
2026-03-10 04:45:00,208.4,1.25
2026-03-10 04:50:00,208.5,1.31
2026-03-10 04:55:00,208.3,1.008
2026-03-10 05:00:00,201.3,1.889
2026-03-10 05:05:00,198.2,1.988
2026-03-10 05:10:00,192.4,2.438
2026-03-10 05:15:00,191.8,2.508
2026-03-10 05:20:00,191.9,2.889
2026-03-10 05:25:00,195.2,2.41
2026-03-10 05:30:00,202.7,1.894
2026-03-10 05:35:00,192.5,2.389
2026-03-10 05:40:00,186.6,2.73
2026-03-10 05:45:00,185.1,2.98
2026-03-10 05:50:00,183.9,2.911
2026-03-10 05:55:00,184.2,2.817
2026-03-10 06:00:00,196.9,2.543
2026-03-10 06:05:00,194.7,2.354
2026-03-10 06:10:00,197.4,2.588
2026-03-10 06:15:00,199.5,2.419
2026-03-10 06:20:00,198.9,2.539
2026-03-10 06:25:00,199.5,2.259
2026-03-10 06:30:00,192,2.858
2026-03-10 06:35:00,192.6,2.776
2026-03-10 06:40:00,201.3,2.372
2026-03-10 06:45:00,204.2,1.815
2026-03-10 06:50:00,196.3,2.507
2026-03-10 06:55:00,194.6,3.125
2026-03-10 07:00:00,193.2,3.826
2026-03-10 07:05:00,185.1,3.661
2026-03-10 07:10:00,188.4,3.564
2026-03-10 07:15:00,184.7,4.124
2026-03-10 07:20:00,181.8,3.503
2026-03-10 07:25:00,164.7,2.597
2026-03-10 07:30:00,141.2,5.192
2026-03-10 07:35:00,138.5,5.663
2026-03-10 07:40:00,140.6,5.605
2026-03-10 07:45:00,140.7,4.829
2026-03-10 07:50:00,154.2,4.08
2026-03-10 07:55:00,156.7,3.998
2026-03-10 08:00:00,149.7,4.482
2026-03-10 08:05:00,156.5,4.276
2026-03-10 08:10:00,156.2,4.251
2026-03-10 08:15:00,155.8,3.706
2026-03-10 08:20:00,155.7,3.46
2026-03-10 08:25:00,153.9,3.486
2026-03-10 08:30:00,142.5,3.434
2026-03-10 08:35:00,142.7,3.792
2026-03-10 08:40:00,144.5,3.578
2026-03-10 08:45:00,131.1,4.07
2026-03-10 08:50:00,133.2,4.827
2026-03-10 08:55:00,124.3,3.915
2026-03-10 09:00:00,121.8,4.343
2026-03-10 09:05:00,128.4,5.737
2026-03-10 09:10:00,129.7,5.325
2026-03-10 09:15:00,129.5,4.98
2026-03-10 09:20:00,121.2,6.162
2026-03-10 09:25:00,134.6,4.78
2026-03-10 09:30:00,121.1,4.851
2026-03-10 09:35:00,117.8,5.529
2026-03-10 09:40:00,121,5.129
2026-03-10 09:45:00,121.4,7.202
2026-03-10 09:50:00,122.4,5.584
2026-03-10 09:55:00,116,5.575
2026-03-10 10:00:00,119.9,6.585
2026-03-10 10:05:00,120.1,6.681
2026-03-10 10:10:00,118.9,6.418
2026-03-10 10:15:00,115.9,6.129
2026-03-10 10:20:00,113,7.344
2026-03-10 10:25:00,117.6,7.215
2026-03-10 10:30:00,117.4,6.157
2026-03-10 10:35:00,116.9,5.958
2026-03-10 10:40:00,115.3,6.198
2026-03-10 10:45:00,112.6,6.44
2026-03-10 10:50:00,114.7,6.282
2026-03-10 10:55:00,115.7,5.977
2026-03-10 11:00:00,122.2,5.753
2026-03-10 11:05:00,110,5.261
2026-03-10 11:10:00,113.5,6.349
2026-03-10 11:15:00,109.6,5.26
2026-03-10 11:20:00,109.5,5.904
2026-03-10 11:25:00,107.6,5.816
2026-03-10 11:30:00,111.4,5.99
2026-03-10 11:35:00,111.8,5.327
2026-03-10 11:40:00,111.2,5.353
2026-03-10 11:45:00,114.1,5.171
2026-03-10 11:50:00,105.2,5.162
2026-03-10 11:55:00,100.7,4.661
2026-03-10 12:00:00,96.6,4.848
2026-03-10 12:05:00,97.5,5.372
2026-03-10 12:10:00,101.5,5.596
2026-03-10 12:15:00,108.1,5.205
2026-03-10 12:20:00,91.5,4.234
2026-03-10 12:25:00,109,6.402
2026-03-10 12:30:00,105.4,5.32
2026-03-10 12:35:00,106.3,5.644
2026-03-10 12:40:00,107,5.154
2026-03-10 12:45:00,107.3,5.836
2026-03-10 12:50:00,112.5,5.924
2026-03-10 12:55:00,105,5.731
2026-03-10 13:00:00,103.3,5.26
2026-03-10 13:05:00,101.2,5.356
2026-03-10 13:10:00,110.8,6.03
2026-03-10 13:15:00,110.7,5.637
2026-03-10 13:20:00,114.7,5.587
2026-03-10 13:25:00,114.1,5.658
2026-03-10 13:30:00,113.5,5.248
2026-03-10 13:35:00,117.1,6.324
2026-03-10 13:40:00,119.8,7.239
2026-03-10 13:45:00,114.4,6.96
2026-03-10 13:50:00,125.7,5.923
2026-03-10 13:55:00,126.5,7.477
2026-03-10 14:00:00,130.3,6.228
2026-03-10 14:05:00,128.7,6.262
2026-03-10 14:10:00,127.6,5.829
2026-03-10 14:15:00,114.4,5.396
2026-03-10 14:20:00,113.8,6.709
2026-03-10 14:25:00,117,6.843
2026-03-10 14:30:00,117.6,7.081
2026-03-10 14:35:00,111.5,6.514
2026-03-10 14:40:00,113.7,6.565
2026-03-10 14:45:00,112.3,6.044
2026-03-10 14:50:00,110,6.108
2026-03-10 14:55:00,110.4,5.643
2026-03-10 15:00:00,110.4,5.66
2026-03-10 15:05:00,108.4,5.309
2026-03-10 15:10:00,115.5,5.148
2026-03-10 15:15:00,114.7,5.972
2026-03-10 15:20:00,116.1,4.305
2026-03-10 15:25:00,119,5.845
2026-03-10 15:30:00,117.3,6.162
2026-03-10 15:35:00,115.6,6.087
2026-03-10 15:40:00,109.7,6.21
2026-03-10 15:45:00,117.7,5.882
2026-03-10 15:50:00,126.5,5.906
2026-03-10 15:55:00,118.6,4.954
2026-03-10 16:00:00,117.8,5.211
2026-03-10 16:05:00,120.8,6.427
2026-03-10 16:10:00,130.1,5.597
2026-03-10 16:15:00,122,5.088
2026-03-10 16:20:00,125,5.069
2026-03-10 16:25:00,125.7,4.064
2026-03-10 16:30:00,119.6,4.33
2026-03-10 16:35:00,120.6,4.881
2026-03-10 16:40:00,109.2,4.058
