division,date,value
Hawai‘i,2021-04,60.67298591407979
Kaho‘olawe,2021-04,71.45457776988636
Kaua‘i,2021-04,68.84664546362674
Lāna‘i,2021-04,69.89540533353593
Maui,2021-04,65.77939972048569
Moloka‘i,2021-04,69.87187245293015
O‘ahu,2021-04,71.01986458108982
Hawai‘i,2021-05,63.55954882691654
Kaho‘olawe,2021-05,74.31562855113637
Kaua‘i,2021-05,71.53637912798214
Lāna‘i,2021-05,72.81770437623462
Maui,2021-05,68.85016755830728
Moloka‘i,2021-05,72.7951279647893
O‘ahu,2021-05,73.80775899203101
Hawai‘i,2021-06,64.80481162102353
Kaho‘olawe,2021-06,75.52552769886364
Kaua‘i,2021-06,72.61744917146551
Lāna‘i,2021-06,74.068166407081
Maui,2021-06,70.233330578264
Moloka‘i,2021-06,74.04651509903007
O‘ahu,2021-06,75.51051583028215
Hawai‘i,2021-07,66.5951142425543
Kaho‘olawe,2021-07,76.99002521306818
Kaua‘i,2021-07,74.1240421906217
Lāna‘i,2021-07,75.58603175809148
Maui,2021-07,71.8744605073335
Moloka‘i,2021-07,75.56575107995761
O‘ahu,2021-07,76.2657333620504
Hawai‘i,2021-08,65.83504144393224
Kaho‘olawe,2021-08,76.73767045454545
Kaua‘i,2021-08,74.10157480314962
Lāna‘i,2021-08,75.2518737653852
Maui,2021-08,71.32206359701851
Moloka‘i,2021-08,75.2280585214769
O‘ahu,2021-08,76.3789521860866
Hawai‘i,2021-09,65.46283619195202
Kaho‘olawe,2021-09,76.68357457386364
Kaua‘i,2021-09,73.72698025619931
Lāna‘i,2021-09,75.0749311464823
Maui,2021-09,70.84405017732628
Moloka‘i,2021-09,75.05068923710164
O‘ahu,2021-09,76.10456332112858
Hawai‘i,2021-10,64.83599072458598
Kaho‘olawe,2021-10,75.62078196022728
Kaua‘i,2021-10,72.71326830414856
Lāna‘i,2021-10,74.21963797295244
Maui,2021-10,70.49059081209425
Moloka‘i,2021-10,74.19871882386502
O‘ahu,2021-10,75.33515507215162
Hawai‘i,2021-11,64.15581720076477
Kaho‘olawe,2021-11,74.5270262784091
Kaua‘i,2021-11,71.5544129744976
Lāna‘i,2021-11,73.134331788482
Maui,2021-11,69.42628035585477
Moloka‘i,2021-11,73.11376640312983
O‘ahu,2021-11,74.68567332543614
Hawai‘i,2021-12,61.57191734625054
Kaho‘olawe,2021-12,72.09650213068181
Kaua‘i,2021-12,69.3098072628981
Lāna‘i,2021-12,70.67394772830878
Maui,2021-12,66.85669406708344
Moloka‘i,2021-12,70.65252974977585
O‘ahu,2021-12,71.25433852035323
Hawai‘i,2022-01,61.20527316205776
Kaho‘olawe,2022-01,71.43305894886365
Kaua‘i,2022-01,68.592988306499
Lāna‘i,2022-01,69.9823872701717
Maui,2022-01,66.12580247655686
Moloka‘i,2022-01,69.96019031705926
O‘ahu,2022-01,71.30014941847944
Hawai‘i,2022-02,61.175794736871445
Kaho‘olawe,2022-02,71.56194176136364
Kaua‘i,2022-02,68.22789326007756
Lāna‘i,2022-02,70.18033923415894
Maui,2022-02,66.50724144926664
Moloka‘i,2022-02,70.16052907734942
O‘ahu,2022-02,71.83005599827698
Hawai‘i,2022-03,62.60523247063808
Kaho‘olawe,2022-03,73.30869921875001
Kaua‘i,2022-03,69.39996768127864
Lāna‘i,2022-03,71.84536829509193
Maui,2022-03,67.96632979682616
Moloka‘i,2022-03,71.82401886869346
O‘ahu,2022-03,72.87430540598751
Hawai‘i,2022-04,63.07546251651347
Kaho‘olawe,2022-04,74.08834659090908
Kaua‘i,2022-04,70.78707104242567
Lāna‘i,2022-04,72.56300666691992
Maui,2022-04,68.52498872926185
Moloka‘i,2022-04,72.53988252913848
O‘ahu,2022-04,73.24949116950248
Hawai‘i,2022-05,63.8604961566118
Kaho‘olawe,2022-05,74.71826988636363
Kaua‘i,2022-05,71.43937007874015
Lāna‘i,2022-05,73.29110697462391
Maui,2022-05,69.50421074777591
Moloka‘i,2022-05,73.26993133099683
O‘ahu,2022-05,74.28297437001939
Hawai‘i,2022-06,64.07727244856437
Kaho‘olawe,2022-06,75.79866299715908
Kaua‘i,2022-06,72.57894435303797
Lāna‘i,2022-06,74.30174792964596
Maui,2022-06,70.33182894025006
Moloka‘i,2022-06,74.27942375091695
O‘ahu,2022-06,75.69396941632564
Hawai‘i,2022-07,65.88854508665042
Kaho‘olawe,2022-07,76.79872407670454
Kaua‘i,2022-07,74.5137486778705
Lāna‘i,2022-07,75.46153984956695
Maui,2022-07,71.88004966638616
Moloka‘i,2022-07,75.44185803651479
O‘ahu,2022-07,76.12339004953694
Hawai‘i,2022-08,65.96628715879129
Kaho‘olawe,2022-08,77.70504900568181
Kaua‘i,2022-08,74.1232136561288
Lāna‘i,2022-08,76.21026059869321
Maui,2022-08,72.2331540033662
Moloka‘i,2022-08,76.18824680088026
O‘ahu,2022-08,77.65674671548567
Hawai‘i,2022-09,66.08768248429479
Kaho‘olawe,2022-09,77.75084161931818
Kaua‘i,2022-09,74.68288870607591
Lāna‘i,2022-09,76.21775660993771
Maui,2022-09,72.14387623226737
Moloka‘i,2022-09,76.19400521639906
O‘ahu,2022-09,77.74201216885635
Hawai‘i,2022-10,66.19574077893411
Kaho‘olawe,2022-10,77.07419886363637
Kaua‘i,2022-10,73.35198466329769
Lāna‘i,2022-10,75.652615483969
Maui,2022-10,71.84978435320991
Moloka‘i,2022-10,75.63147770804467
O‘ahu,2022-10,76.5455537906526
Hawai‘i,2022-11,63.786418820617726
Kaho‘olawe,2022-11,75.14448508522727
Kaua‘i,2022-11,71.77489129157362
Lāna‘i,2022-11,73.61467482145571
Maui,2022-11,69.54333147992307
Moloka‘i,2022-11,73.59215960958514
O‘ahu,2022-11,74.53398530045229
Hawai‘i,2022-12,62.5858076131974
Kaho‘olawe,2022-12,72.78859126420454
Kaua‘i,2022-12,69.24449406510755
Lāna‘i,2022-12,71.4490498214557
Maui,2022-12,67.86794639636932
Moloka‘i,2022-12,71.42892554405412
O‘ahu,2022-12,72.87212874219256
Hawai‘i,2023-01,61.94033244332466
Kaho‘olawe,2023-01,70.78760298295455
Kaua‘i,2023-01,67.52744006346222
Lāna‘i,2023-01,69.61445449019905
Maui,2023-01,66.46110130139456
Moloka‘i,2023-01,69.59584674790122
O‘ahu,2023-01,71.59330847512385
Hawai‘i,2023-02,60.83110385230687
Kaho‘olawe,2023-02,71.62343004261363
Kaua‘i,2023-02,68.9167425666941
Lāna‘i,2023-02,70.16371894468926
Maui,2023-02,66.25951625991826
Moloka‘i,2023-02,70.14090874358138
O‘ahu,2023-02,71.11729350635366
Hawai‘i,2023-03,62.51280135340777
Kaho‘olawe,2023-03,72.18036257102273
Kaua‘i,2023-03,69.04390057586085
Lāna‘i,2023-03,70.83391961707947
Maui,2023-03,67.24159541055542
Moloka‘i,2023-03,70.81440266117858
O‘ahu,2023-03,72.56004199870773
Hawai‘i,2023-04,62.13118718610472
Kaho‘olawe,2023-04,72.85889417613637
Kaua‘i,2023-04,69.19524033376425
Lāna‘i,2023-04,71.41351000987692
Maui,2023-04,67.55486219644145
Moloka‘i,2023-04,71.39125285271824
O‘ahu,2023-04,72.54757161318113
Hawai‘i,2023-05,62.8353834190826
Kaho‘olawe,2023-05,73.71108806818182
Kaua‘i,2023-05,70.28809936537783
Lāna‘i,2023-05,72.14761909284303
Maui,2023-05,68.01300417768695
Moloka‘i,2023-05,72.12334644225282
O‘ahu,2023-05,73.2080295606289
Hawai‘i,2023-06,64.01254131851348
Kaho‘olawe,2023-06,75.59237571022727
Kaua‘i,2023-06,72.1276001880362
