timestamp,RF_1_Tot300s_value,RF_1_cum,RF_1_cum_in
2026-03-12 16:10:00,0,31.947,1.25775590551181
2026-03-12 16:15:00,0,31.947,1.25775590551181
2026-03-12 16:20:00,0,31.947,1.25775590551181
2026-03-12 16:25:00,0,31.947,1.25775590551181
2026-03-12 16:30:00,0,31.947,1.25775590551181
2026-03-12 16:35:00,0,31.947,1.25775590551181
2026-03-12 16:40:00,0,31.947,1.25775590551181
2026-03-12 16:45:00,0,31.947,1.25775590551181
2026-03-12 16:50:00,0,31.947,1.25775590551181
2026-03-12 16:55:00,0,31.947,1.25775590551181
2026-03-12 17:00:00,0,31.947,1.25775590551181
2026-03-12 17:05:00,0,31.947,1.25775590551181
2026-03-12 17:10:00,0,31.947,1.25775590551181
2026-03-12 17:15:00,0,31.947,1.25775590551181
2026-03-12 17:20:00,0,31.947,1.25775590551181
2026-03-12 17:25:00,0,31.947,1.25775590551181
2026-03-12 17:30:00,0,31.947,1.25775590551181
2026-03-12 17:35:00,0.251,32.198,1.26763779527559
2026-03-12 17:40:00,0,32.198,1.26763779527559
2026-03-12 17:45:00,0,32.198,1.26763779527559
2026-03-12 17:50:00,0,32.198,1.26763779527559
2026-03-12 17:55:00,0,32.198,1.26763779527559
2026-03-12 18:00:00,0,32.198,1.26763779527559
2026-03-12 18:05:00,0,32.198,1.26763779527559
2026-03-12 18:10:00,0,32.198,1.26763779527559
2026-03-12 18:15:00,0,32.198,1.26763779527559
2026-03-12 18:20:00,0,32.198,1.26763779527559
2026-03-12 18:25:00,0.251,32.449,1.27751968503937
2026-03-12 18:30:00,0,32.449,1.27751968503937
2026-03-12 18:35:00,0,32.449,1.27751968503937
2026-03-12 18:40:00,0,32.449,1.27751968503937
2026-03-12 18:45:00,0,32.449,1.27751968503937
2026-03-12 18:50:00,0,32.449,1.27751968503937
2026-03-12 18:55:00,0,32.449,1.27751968503937
2026-03-12 19:00:00,0,32.449,1.27751968503937
2026-03-12 19:05:00,0,32.449,1.27751968503937
2026-03-12 19:10:00,0,32.449,1.27751968503937
2026-03-12 19:15:00,0,32.449,1.27751968503937
2026-03-12 19:20:00,0,32.449,1.27751968503937
2026-03-12 19:25:00,0,32.449,1.27751968503937
2026-03-12 19:30:00,0,32.449,1.27751968503937
2026-03-12 19:35:00,0,32.449,1.27751968503937
2026-03-12 19:40:00,0,32.449,1.27751968503937
2026-03-12 19:45:00,0,32.449,1.27751968503937
2026-03-12 19:50:00,0,32.449,1.27751968503937
2026-03-12 19:55:00,0,32.449,1.27751968503937
2026-03-12 20:00:00,0,32.449,1.27751968503937
2026-03-12 20:05:00,0,32.449,1.27751968503937
2026-03-12 20:10:00,0,32.449,1.27751968503937
2026-03-12 20:15:00,0,32.449,1.27751968503937
2026-03-12 20:20:00,0,32.449,1.27751968503937
2026-03-12 20:25:00,0,32.449,1.27751968503937
2026-03-12 20:30:00,0,32.449,1.27751968503937
2026-03-12 20:35:00,0,32.449,1.27751968503937
2026-03-12 20:40:00,0,32.449,1.27751968503937
2026-03-12 20:45:00,0,32.449,1.27751968503937
2026-03-12 20:50:00,0,32.449,1.27751968503937
2026-03-12 20:55:00,0,32.449,1.27751968503937
2026-03-12 21:00:00,0,32.449,1.27751968503937
2026-03-12 21:05:00,0,32.449,1.27751968503937
2026-03-12 21:10:00,0,32.449,1.27751968503937
2026-03-12 21:15:00,0,32.449,1.27751968503937
2026-03-12 21:20:00,0,32.449,1.27751968503937
2026-03-12 21:25:00,0,32.449,1.27751968503937
2026-03-12 21:30:00,0,32.449,1.27751968503937
2026-03-12 21:35:00,0,32.449,1.27751968503937
2026-03-12 21:40:00,0,32.449,1.27751968503937
2026-03-12 21:45:00,0,32.449,1.27751968503937
2026-03-12 21:50:00,0,32.449,1.27751968503937
2026-03-12 21:55:00,0,32.449,1.27751968503937
2026-03-12 22:00:00,0,32.449,1.27751968503937
2026-03-12 22:05:00,0,32.449,1.27751968503937
2026-03-12 22:10:00,0,32.449,1.27751968503937
2026-03-12 22:15:00,0.251,32.7,1.28740157480315
2026-03-12 22:20:00,0,32.7,1.28740157480315
2026-03-12 22:25:00,0.251,32.951,1.29728346456693
2026-03-12 22:30:00,0,32.951,1.29728346456693
2026-03-12 22:35:00,0,32.951,1.29728346456693
2026-03-12 22:40:00,0,32.951,1.29728346456693
2026-03-12 22:45:00,0.251,33.202,1.30716535433071
2026-03-12 22:50:00,0,33.202,1.30716535433071
2026-03-12 22:55:00,0,33.202,1.30716535433071
2026-03-12 23:00:00,0,33.202,1.30716535433071
2026-03-12 23:05:00,0,33.202,1.30716535433071
2026-03-12 23:10:00,0,33.202,1.30716535433071
2026-03-12 23:15:00,0,33.202,1.30716535433071
2026-03-12 23:20:00,0,33.202,1.30716535433071
2026-03-12 23:25:00,0,33.202,1.30716535433071
2026-03-12 23:30:00,0,33.202,1.30716535433071
2026-03-12 23:35:00,0,33.202,1.30716535433071
2026-03-12 23:40:00,0,33.202,1.30716535433071
2026-03-12 23:45:00,0,33.202,1.30716535433071
2026-03-12 23:50:00,0,33.202,1.30716535433071
2026-03-12 23:55:00,0,33.202,1.30716535433071
2026-03-13 00:00:00,0,33.202,1.30716535433071
2026-03-13 00:05:00,0,33.202,1.30716535433071
2026-03-13 00:10:00,0,33.202,1.30716535433071
2026-03-13 00:15:00,0,33.202,1.30716535433071
2026-03-13 00:20:00,0,33.202,1.30716535433071
2026-03-13 00:25:00,0,33.202,1.30716535433071
2026-03-13 00:30:00,0,33.202,1.30716535433071
2026-03-13 00:35:00,0,33.202,1.30716535433071
2026-03-13 00:40:00,0,33.202,1.30716535433071
2026-03-13 00:45:00,0,33.202,1.30716535433071
2026-03-13 00:50:00,0,33.202,1.30716535433071
2026-03-13 00:55:00,0,33.202,1.30716535433071
2026-03-13 01:00:00,0,33.202,1.30716535433071
2026-03-13 01:05:00,0,33.202,1.30716535433071
2026-03-13 01:10:00,0,33.202,1.30716535433071
2026-03-13 01:15:00,0,33.202,1.30716535433071
2026-03-13 01:20:00,0,33.202,1.30716535433071
2026-03-13 01:25:00,0,33.202,1.30716535433071
2026-03-13 01:30:00,0,33.202,1.30716535433071
2026-03-13 01:35:00,0,33.202,1.30716535433071
2026-03-13 01:40:00,0,33.202,1.30716535433071
2026-03-13 01:45:00,0,33.202,1.30716535433071
2026-03-13 01:50:00,0,33.202,1.30716535433071
2026-03-13 01:55:00,0,33.202,1.30716535433071
2026-03-13 02:00:00,0,33.202,1.30716535433071
2026-03-13 02:05:00,0,33.202,1.30716535433071
2026-03-13 02:10:00,0,33.202,1.30716535433071
2026-03-13 02:15:00,0,33.202,1.30716535433071
2026-03-13 02:20:00,0,33.202,1.30716535433071
2026-03-13 02:25:00,0,33.202,1.30716535433071
2026-03-13 02:30:00,0,33.202,1.30716535433071
2026-03-13 02:35:00,0,33.202,1.30716535433071
2026-03-13 02:40:00,0,33.202,1.30716535433071
2026-03-13 02:45:00,0,33.202,1.30716535433071
2026-03-13 02:50:00,0,33.202,1.30716535433071
2026-03-13 02:55:00,0,33.202,1.30716535433071
2026-03-13 03:00:00,0,33.202,1.30716535433071
2026-03-13 03:05:00,0,33.202,1.30716535433071
2026-03-13 03:10:00,0,33.202,1.30716535433071
2026-03-13 03:15:00,0,33.202,1.30716535433071
2026-03-13 03:20:00,0,33.202,1.30716535433071
2026-03-13 03:25:00,0,33.202,1.30716535433071
2026-03-13 03:30:00,0,33.202,1.30716535433071
2026-03-13 03:35:00,0,33.202,1.30716535433071
2026-03-13 03:40:00,0,33.202,1.30716535433071
