division,date,value
Hawaiʻi::Hilo,2021-04,59.50917992813142
Hawaiʻi::Hāmākua,2021-04,54.62747366110624
Hawaiʻi::Kaʻū,2021-04,58.37899487639859
Hawaiʻi::Kohala,2021-04,66.01394548225069
Hawaiʻi::Kona,2021-04,61.16255939713727
Hawaiʻi::Puna,2021-04,68.57078158288382
Kahoʻolawe::Honuaʻula,2021-04,68.2210707208323
Kauaʻi::Halele'a,2021-04,67.86886938370975
Kauaʻi::Kona,2021-04,67.43930968237706
Kauaʻi::Koʻolau,2021-04,71.90174615732369
Kauaʻi::Nāpali,2021-04,64.81604910714286
Kauaʻi::Puna,2021-04,71.3482457212714
Lana'i::Lāhainā,2021-04,69.7160564477469
Maui::Hāmākualoa,2021-04,67.03218813004032
Maui::Hāmākuapoko,2021-04,68.18922051269138
Maui::Hāna,2021-04,67.27541291169607
Maui::Kahikinui,2021-04,60.38027704485488
Maui::Kaupō,2021-04,60.92239817731773
Maui::Kipahulu,2021-04,61.81188616071429
Maui::Koʻolau,2021-04,65.1608731676546
Maui::Kula,2021-04,63.271329728739005
Maui::Kāʻanapali,2021-04,68.74448940799542
Maui::Lāhainā,2021-04,68.27419709872979
Maui::Pūʻali Komohana,2021-04,70.30727066532259
Moloka'i::Kona,2021-04,70.18300974710222
Moloka'i::Koʻolau,2021-04,67.38383888428774
Ni'ihau::Kona,2021-04,
Oʻahu::Ko'olaupoko,2021-04,72.41942930961756
Oʻahu::Kona,2021-04,71.40306464592274
Oʻahu::Koʻolauloa,2021-04,71.0156158759124
Oʻahu::Waialua,2021-04,69.62725100234695
Oʻahu::Waiʻanae,2021-04,69.85380018964165
Oʻahu::ʻEwa,2021-04,71.12140536628064
Hawaiʻi::Hilo,2021-05,62.57712076488706
Hawaiʻi::Hāmākua,2021-05,57.86549034240562
Hawaiʻi::Kaʻū,2021-05,61.380649372687266
Hawaiʻi::Kohala,2021-05,68.54903669789492
Hawaiʻi::Kona,2021-05,64.08144294959624
Hawaiʻi::Puna,2021-05,70.85466518970128
Kahoʻolawe::Honuaʻula,2021-05,71.18760682437454
Kauaʻi::Halele'a,2021-05,70.59096663262855
Kauaʻi::Kona,2021-05,70.17629175204918
Kauaʻi::Koʻolau,2021-05,74.48976746157324
Kauaʻi::Nāpali,2021-05,67.64020591517857
Kauaʻi::Puna,2021-05,73.9539272616137
Lana'i::Lāhainā,2021-05,72.64543833892617
Maui::Hāmākualoa,2021-05,70.06649004536291
Maui::Hāmākuapoko,2021-05,71.17792103142628
Maui::Hāna,2021-05,70.30063739950727
Maui::Kahikinui,2021-05,63.62151014182058
Maui::Kaupō,2021-05,64.18049969059406
Maui::Kipahulu,2021-05,65.05007374043367
Maui::Koʻolau,2021-05,68.26783407761936
Maui::Kula,2021-05,66.42841694595728
Maui::Kāʻanapali,2021-05,71.71239240627392
Maui::Lāhainā,2021-05,71.26003175519631
Maui::Pūʻali Komohana,2021-05,73.21368699596775
Moloka'i::Kona,2021-05,73.09420508429926
Moloka'i::Koʻolau,2021-05,70.40433144522007
Ni'ihau::Kona,2021-05,
Oʻahu::Ko'olaupoko,2021-05,75.07591306946007
Oʻahu::Kona,2021-05,74.1546766672169
Oʻahu::Koʻolauloa,2021-05,73.80345620437956
Oʻahu::Waialua,2021-05,72.54517162135733
Oʻahu::Waiʻanae,2021-05,72.75188170285116
Oʻahu::ʻEwa,2021-05,73.90155745017506
Hawaiʻi::Hilo,2021-06,63.75729466119097
Hawaiʻi::Hāmākua,2021-06,59.537495171202806
Hawaiʻi::Kaʻū,2021-06,62.81180426309913
Hawaiʻi::Kohala,2021-06,69.47104273661043
Hawaiʻi::Kona,2021-06,65.21356951287059
Hawaiʻi::Puna,2021-06,71.72864500702597
Kahoʻolawe::Honuaʻula,2021-06,72.51997383576914
Kauaʻi::Halele'a,2021-06,71.6373490809707
Kauaʻi::Kona,2021-06,71.20771618852459
Kauaʻi::Koʻolau,2021-06,75.67865901898733
Kauaʻi::Nāpali,2021-06,68.57888783482143
Kauaʻi::Puna,2021-06,75.12335880195599
Lana'i::Lāhainā,2021-06,73.90098274209012
Maui::Hāmākualoa,2021-06,71.39512978830646
Maui::Hāmākuapoko,2021-06,72.47512149979855
