island,division_type,name,date,value
Ni'ihau,moku,Kona,2021-04,
Kauaʻi,moku,Koʻolau,2021-04,71.90174615732369
Kauaʻi,moku,Halele'a,2021-04,67.86886938370975
Kauaʻi,moku,Nāpali,2021-04,64.81604910714286
Kauaʻi,moku,Kona,2021-04,67.43930968237706
Kauaʻi,moku,Puna,2021-04,71.3482457212714
Moloka'i,moku,Kona,2021-04,70.18300974710222
Moloka'i,moku,Koʻolau,2021-04,67.38383888428774
Oʻahu,moku,Koʻolauloa,2021-04,71.0156158759124
Oʻahu,moku,Waialua,2021-04,69.62725100234695
Oʻahu,moku,Waiʻanae,2021-04,69.85380018964165
Oʻahu,moku,Ko'olaupoko,2021-04,72.41942930961756
Oʻahu,moku,ʻEwa,2021-04,71.12140536628064
Oʻahu,moku,Kona,2021-04,71.40306464592274
Lana'i,moku,Lāhainā,2021-04,69.7160564477469
Hawaiʻi,moku,Hilo,2021-04,59.50917992813142
Hawaiʻi,moku,Puna,2021-04,68.57078158288382
Hawaiʻi,moku,Hāmākua,2021-04,54.62747366110624
Hawaiʻi,moku,Kohala,2021-04,66.01394548225069
Hawaiʻi,moku,Kona,2021-04,61.16255939713727
Hawaiʻi,moku,Kaʻū,2021-04,58.37899487639859
Kahoʻolawe,moku,Honuaʻula,2021-04,68.2210707208323
Maui,moku,Kāʻanapali,2021-04,68.74448940799542
Maui,moku,Pūʻali Komohana,2021-04,70.30727066532259
Maui,moku,Hāmākualoa,2021-04,67.03218813004032
Maui,moku,Hāmākuapoko,2021-04,68.18922051269138
Maui,moku,Lāhainā,2021-04,68.27419709872979
Maui,moku,Koʻolau,2021-04,65.1608731676546
Maui,moku,Kula,2021-04,63.271329728739005
Maui,moku,Hāna,2021-04,67.27541291169607
Maui,moku,Kipahulu,2021-04,61.81188616071429
Maui,moku,Kahikinui,2021-04,60.38027704485488
Maui,moku,Kaupō,2021-04,60.92239817731773
Ni'ihau,moku,Kona,2021-05,
Kauaʻi,moku,Koʻolau,2021-05,74.48976746157324
Kauaʻi,moku,Halele'a,2021-05,70.59096663262855
Kauaʻi,moku,Nāpali,2021-05,67.64020591517857
Kauaʻi,moku,Kona,2021-05,70.17629175204918
Kauaʻi,moku,Puna,2021-05,73.9539272616137
Moloka'i,moku,Kona,2021-05,73.09420508429926
Moloka'i,moku,Koʻolau,2021-05,70.40433144522007
Oʻahu,moku,Koʻolauloa,2021-05,73.80345620437956
Oʻahu,moku,Waialua,2021-05,72.54517162135733
Oʻahu,moku,Waiʻanae,2021-05,72.75188170285116
