division,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08
Hawaiʻi::Hilo,0.589968204498291,-0.9042761921882629,1.1389905214309692,-0.3095090985298157,1.2503983974456787,0.3633767366409302,1.038413166999817,0.014853241853415966,-0.08705586940050125,-1.1260688304901123,0.3983524739742279,-0.16661106050014496,0.524429440498352,1.1493420600891113,-1.166388750076294,0.9169338941574097,-0.9153447151184082,-0.6246109008789062,-0.5460036396980286,0.5953013896942139,0.898168683052063,-0.047852445393800735,-0.5165590047836304,-1.085465431213379,-0.6203779578208923,-0.3591245710849762,-0.35870498418807983,-0.30866649746894836,-0.9352404475212097,2.1334023475646973,0.3435916304588318,0.15347124636173248,0.5482034087181091,-0.5767015814781189,0.00587941100820899,-0.5605565905570984,-0.8152945041656494,-1.8692772388458252,0.04916152358055115,-0.7940042614936829,-0.7924675941467285,-0.1865011304616928,-0.9602916836738586,0.25958380103111267,0.9553694128990173,-0.5254012942314148,-0.5603466629981995,1.4716051816940308,0.3299594819545746,-0.0334172360599041,0.5783886313438416,-1.981632113456726,-0.12292053550481796,-1.2887589931488037,-0.22419477999210358,-1.7989497184753418,-0.4047717750072479,-0.05461489409208298,-0.76963210105896,-1.1682430505752563
Hawaiʻi::Hāmākua,0.11306387186050415,-0.13775263726711273,0.10059093683958054,-0.8480429649353027,0.7194589972496033,-0.6817426085472107,0.4829791784286499,0.18675968050956726,-0.0450642965734005,-0.4546778202056885,0.21667423844337463,0.17993105947971344,0.3037920892238617,0.3868240416049957,-1.2494819164276123,0.9345976710319519,-0.9765861630439758,-0.758629560470581,-0.4359148442745209,0.29960691928863525,0.7171397805213928,0.818831205368042,-0.9909045696258545,-0.9194549918174744,-0.4501500427722931,0.26438117027282715,-0.4371838867664337,0.6431727409362793,-0.7165283560752869,1.4060307741165161,0.5103642344474792,0.8727365732192993,0.44530120491981506,-0.6352646350860596,-0.3978511095046997,-0.6656785011291504,-0.8233543634414673,-1.277834177017212,0.3753792643547058,-0.6667380332946777,-0.5698540210723877,-0.43950891494750977,-0.9971016049385071,-0.251060426235199,0.4943096935749054,-0.20213571190834045,-0.47279414534568787,1.7076843976974487,-0.09849721193313599,-0.06605544686317444,0.40988022089004517,-2.248608350753784,0.38762643933296204,-1.5090811252593994,-0.13769380748271942,0.31610000133514404,-0.1568296253681183,-0.4316313564777374,-0.7056136131286621,-0.907407283782959
Hawaiʻi::Kaʻū,0.4289681911468506,-0.12554505467414856,0.567573070526123,-0.07127778977155685,1.408505916595459,-0.18126338720321655,1.3566844463348389,0.4823419153690338,0.2932995855808258,0.6523352861404419,0.6685285568237305,0.3793984055519104,0.6612204909324646,-0.7603785991668701,-0.15313710272312164,1.6505588293075562,-0.7691549062728882,-0.23484490811824799,-0.14806264638900757,0.7396478652954102,0.2109292894601822,1.2163890600204468,-0.6233566403388977,-0.5283003449440002,-0.16044187545776367,-0.13544861972332,-0.29188862442970276,0.7244641184806824,-0.1738581359386444,2.2172298431396484,0.594446063041687,1.8991787433624268,0.9795504808425903,0.5414520502090454,0.5631013512611389,-0.20074665546417236,-0.8937331438064575,-0.9924497604370117,0.727763831615448,-0.5003694891929626,0.7393244504928589,-0.39085641503334045,-0.6893033981323242,0.12998752295970917,1.2982141971588135,0.16045160591602325,-0.0005451334291137755,2.148730754852295,0.5580216646194458,0.14048528671264648,0.977805495262146,-1.594419240951538,0.5883139371871948,-1.0431538820266724,0.01202151644974947,0.23618146777153015,0.1267857402563095,0.31067270040512085,-0.24030236899852753,-0.4171334207057953
Hawaiʻi::Kohala,-0.09219487011432648,-0.4860685467720032,-0.303447961807251,-0.4028457999229431,0.30822575092315674,-0.3719094395637512,0.4607064127922058,0.4528901278972626,0.1545335203409195,-0.4321657717227936,0.47527873516082764,0.8992679715156555,0.2603030800819397,-0.15246066451072693,-1.4247440099716187,1.1042765378952026,-1.0226061344146729,-0.7749619483947754,-0.3602357804775238,0.7774860262870789,0.746465265750885,1.1527057886123657,-0.37325990200042725,-0.6016806960105896,-0.027345774695277214,0.26316770911216736,-0.7006374597549438,1.681133508682251,-0.5202198624610901,1.2173552513122559,0.6222085356712341,1.347983717918396,0.6239054203033447,-0.14417168498039246,0.18257777392864227,-0.36950573325157166,-0.6994990706443787,-0.697026789188385,0.5317733287811279,-0.2534710466861725,0.28618523478507996,-0.19931648671627045,-1.1663718223571777,0.19938288629055023,1.1057825088500977,-0.1802883893251419,0.25445324182510376,2.007158041000366,-0.12557794153690338,0.23004965484142303,-0.009873956441879272,-1.533650517463684,0.7459507584571838,-1.6187902688980103,-0.15839633345603943,0.19257427752017975,-0.37072476744651794,0.46212080121040344,-0.4920388460159302,-0.8720769882202148
Hawaiʻi::Kona-5,0.2955751121044159,-0.06349803507328033,1.0556249618530273,0.30512750148773193,0.8307316899299622,0.35693618655204773,1.1665087938308716,0.5700821280479431,0.4483230710029602,0.7704963684082031,0.6136224269866943,0.6834847927093506,0.11581271886825562,-1.4577910900115967,-0.8618243336677551,1.3524996042251587,-0.7111518979072571,-0.6024774312973022,-0.1565149575471878,0.7776554226875305,0.7354249358177185,1.741212248802185,-1.4699231386184692,-0.3712162375450134,0.08068589121103287,0.4820796251296997,-0.027880925685167313,1.73198401927948,-0.09211882948875427,1.4554990530014038,0.4630540609359741,2.046269178390503,1.0602083206176758,0.8094112873077393,-0.13838541507720947,-0.3600568175315857,-0.9208264350891113,-1.1237876415252686,0.6816802620887756,-0.0324690081179142,0.48397910594940186,0.04904795438051224,-0.8469410538673401,-0.06770070642232895,1.0081989765167236,0.09798596054315567,-0.2588702142238617,1.750410556793213,-0.03757579252123833,-0.006477817893028259,0.7499688863754272,-1.4243342876434326,1.4119781255722046,-0.8978469967842102,-0.029883893206715584,1.1810511350631714,0.0177770983427763,0.8167967200279236,-0.3512239158153534,-0.4215206205844879
Hawaiʻi::Puna-2,0.4987879693508148,-1.5254926681518555,0.7264223098754883,-0.23733671009540558,1.2523213624954224,0.22868995368480682,1.04817533493042,-0.012296599335968494,-0.07285050302743912,-1.2279378175735474,0.50175541639328,-0.150474414229393,0.14198416471481323,0.08308428525924683,-1.4627336263656616,1.1459563970565796,-0.9786688685417175,-0.5211195945739746,-0.5213790535926819,0.5436466336250305,0.7421942353248596,-0.03036300465464592,-0.9824605584144592,-1.3836355209350586,-0.5835384130477905,-0.7556278705596924,-0.22610341012477875,-1.214932918548584,-0.7909774780273438,1.960848093032837,0.1625574678182602,0.2957560420036316,0.45098215341567993,-0.4277551472187042,-0.09176269918680191,-0.7629697322845459,-0.9145793318748474,-1.9383033514022827,0.36906567215919495,-0.8047488331794739,-0.49838125705718994,-0.2186523973941803,-1.1967178583145142,0.15239697694778442,1.3910362720489502,-0.3450516164302826,-0.7300422191619873,1.684269666671753,0.014464516192674637,-0.019657569006085396,0.4674938917160034,-1.9357589483261108,-0.20183737576007843,-1.272383689880371,-0.2279626429080963,-2.189492702484131,-0.2777596414089203,0.22050461173057556,-0.8355741500854492,-1.1728123426437378
Kahoʻolawe::Honuaʻula,-0.7151836156845093,0.35272303223609924,-0.40686506032943726,-0.7335726022720337,0.3084835112094879,-0.0007212414056994021,1.0069063901901245,0.27684929966926575,-0.9323052763938904,-0.7827595472335815,-1.4438828229904175,-0.1603408008813858,-0.5883763432502747,-1.122420072555542,-0.7462409734725952,1.335475206375122,-1.1623458862304688,-0.7775619626045227,-0.4002874791622162,-0.4987599849700928,-0.1290006935596466,0.38014960289001465,-1.779526710510254,-0.3520112931728363,-0.015262644737958908,0.22125078737735748,-0.9651148915290833,0.5117521286010742,0.839415431022644,0.7422997355461121,0.23614256083965302,1.3140627145767212,-0.38085120916366577,0.46591153740882874,-0.6895888447761536,-0.8022308945655823,-0.9129292368888855,-0.6368840336799622,0.3283435106277466,-0.829907238483429,1.94948410987854,-0.7212764620780945,-1.616422176361084,0.21330039203166962,0.07024281471967697,-0.04082702472805977,-0.8260655403137207,0.6933809518814087,-0.5670135617256165,-0.03672807663679123,-0.5898514986038208,-1.188252329826355,1.3091074228286743,-0.8609471321105957,-0.9038410186767578,1.6198934316635132,-0.8010960817337036,-0.4072667956352234,-0.6940532922744751,-0.4482835531234741
Kauaʻi::Halele'a,-0.4959421157836914,-1.9474283456802368,0.09003518521785736,-0.655593991279602,0.3089751601219177,0.6709914803504944,1.794691562652588,-0.8166420459747314,-0.20294062793254852,-0.21292659640312195,0.274781733751297,-0.19582732021808624,-0.2320764660835266,-0.5368523001670837,-1.9554096460342407,0.7042412757873535,-0.9384699463844299,-2.3958122730255127,-0.5273006558418274,-0.16487501561641693,0.7739748358726501,-1.4399845600128174,-1.452851414680481,-0.31356966495513916,-1.230754017829895,0.5338411927223206,-0.9775522351264954,-0.08850029855966568,1.0379352569580078,1.8753252029418945,-0.17326751351356506,0.6416106224060059,1.2048221826553345,0.6345965266227722,-0.4130987823009491,-1.2135032415390015,-0.6976339817047119,-0.1949853003025055,0.9286066293716431,0.4811770021915436,0.2440536916255951,-0.42081302404403687,-1.4581001996994019,1.6004376411437988,1.0491535663604736,-0.8285413980484009,-1.5783299207687378,-1.2795737981796265,-0.6840692162513733,0.3333545923233032,-0.8468778729438782,-1.173688530921936,0.061515357345342636,-1.4513899087905884,-0.6088747382164001,1.5572253465652466,0.753987193107605,-0.22920165956020355,-0.29180681705474854,-1.8527098894119263
Kauaʻi::Kona-2,-0.7204533219337463,0.9104419946670532,-0.21111851930618286,-0.6746419668197632,0.04770173132419586,0.6596400141716003,2.0532498359680176,-0.39657166600227356,-0.19365327060222626,-0.006561782211065292,0.43323245644569397,0.6074349880218506,-0.18189245462417603,-0.7937055230140686,-1.549335241317749,0.6783345341682434,0.1538417488336563,-2.0761618614196777,-0.5645303130149841,-0.18961220979690552,0.5948668718338013,-1.0010392665863037,-0.7773685455322266,0.7395877838134766,-0.625258207321167,-0.06639206409454346,-0.9490916132926941,0.3267962336540222,0.7075544595718384,1.8893574476242065,1.1335842609405518,1.8357884883880615,1.0005007982254028,0.2813207805156708,-0.15903805196285248,-0.7466928362846375,-0.8887160420417786,0.5084867477416992,1.369605541229248,-0.18392997980117798,1.3555370569229126,-0.7988173365592957,-1.5315423011779785,2.989471673965454,1.111267328262329,-0.5116945505142212,-1.1104021072387695,-1.5604511499404907,-0.6869102716445923,-0.36866724491119385,-1.1096694469451904,-1.1332956552505493,0.18720842897891998,-0.29809850454330444,-0.8597577214241028,1.0678168535232544,0.5629196166992188,-0.043495722115039825,-0.40246710181236267,-1.4426236152648926
Kauaʻi::Koʻolau,-0.37694424390792847,-2.6436376571655273,-0.9217664003372192,-1.4626833200454712,-0.46738097071647644,0.7712657451629639,1.3815245628356934,-2.2965598106384277,-1.8750877380371094,-1.9358906745910645,0.1358305662870407,-1.9613468647003174,-1.078264832496643,-0.4912116229534149,-1.8686645030975342,0.7779368162155151,-0.7818663120269775,-1.991896390914917,-0.498007208108902,-0.6301043033599854,0.7534151077270508,-2.534452199935913,-1.2423429489135742,-1.7876709699630737,-1.9652007818222046,0.18897110223770142,-1.6870455741882324,0.47777366638183594,1.0358669757843018,1.6215611696243286,0.23078174889087677,2.0141122341156006,2.2456119060516357,0.5328046083450317,-0.2049066126346588,-1.272499442100525,-1.0118526220321655,-0.03263528272509575,0.7776033282279968,0.16313733160495758,0.2282835692167282,-0.6779952645301819,-1.3911162614822388,2.8922884464263916,0.9992022514343262,-0.7183570265769958,-1.5888795852661133,-1.2196483612060547,-0.9326943755149841,-0.48126083612442017,-0.4583077132701874,-1.1046087741851807,0.6590847969055176,-1.1641080379486084,-0.5677135586738586,1.903287649154663,0.6039565205574036,-0.18615590035915375,-0.9700970649719238,-1.2317606210708618
